-20,-30,-0.0488
-20,-25,-0.0515
-20,-20,-0.0442
-20,-15,-0.0428
-20,-10,-0.0215
-20,-8,-0.0136
-20,-6,-0.0046
-20,-4,-0.0018
-20,-2,0.0001
-20,0,0
-20,2,-0.0005
-20,4,-0.0003
-20,6,0.0048
-20,8,0.0084
-20,10,0.0143
-20,15,0.0356
-20,20,0.0369
-20,25,0.0441
-20,30,0.0425
-15,-30,-0.0499
-15,-25,-0.0463
-15,-20,-0.0402
-15,-15,-0.0324
-15,-10,-0.0201
-15,-8,-0.0154
-15,-6,-0.0095
-15,-4,-0.0029
-15,-2,-0.0013
-15,0,0
-15,2,0.0005
-15,4,0.0031
-15,6,0.0093
-15,8,0.0145
-15,10,0.0195
-15,15,0.0319
-15,20,0.0398
-15,25,0.0459
-15,30,0.0492
-10,-30,-0.0574
-10,-25,-0.0534
-10,-20,-0.0477
-10,-15,-0.0424
-10,-10,-0.0277
-10,-8,-0.0208
-10,-6,-0.0134
-10,-4,-0.0073
-10,-2,-0.0025
-10,0,0
-10,2,0.0018
-10,4,0.0075
-10,6,0.014
-10,8,0.0222
-10,10,0.0277
-10,15,0.0421
-10,20,0.0476
-10,25,0.0534
-10,30,0.0572
-5,-30,-0.0758
-5,-25,-0.0714
-5,-20,-0.0617
-5,-15,-0.0507
-5,-10,-0.0368
-5,-8,-0.029
-5,-6,-0.0208
-5,-4,-0.0128
-5,-2,-0.0061
-5,0,0
-5,2,0.0064
-5,4,0.0139
-5,6,0.0222
-5,8,0.0304
-5,10,0.0399
-5,15,0.0536
-5,20,0.0645
-5,25,0.0742
-5,30,0.0787
0,-30,-0.0919
0,-25,-0.818
0,-20,-0.0694
0,-15,-0.056
0,-10,-0.0402
0,-8,-0.0311
0,-6,-0.0233
0,-4,-0.0141
0,-2,-0.0065
0,0,0
0,2,0.0069
0,4,0.0147
0,6,0.023
0,8,0.0319
0,10,0.0408
0,15,0.0565
0,20,0.0696
0,25,0.0824
0,30,0.0924
5,-30,-0.086
5,-25,-0.0749
5,-20,-0.0659
5,-15,-0.0531
5,-10,-0.0406
5,-8,-0.0322
5,-6,-0.0233
5,-4,-0.0127
5,-2,-0.0047
5,0,0
5,2,0.0042
5,4,0.0124
5,6,0.0221
5,8,0.0323
5,10,0.0415
5,15,0.0567
5,20,0.0694
5,25,0.0786
5,30,0.0892
10,-30,-0.0821
10,-25,-0.0723
10,-20,-0.0653
10,-15,-0.0534
10,-10,-0.0403
10,-8,-0.0328
10,-6,-0.0233
10,-4,-0.0135
10,-2,-0.0061
10,0,0
10,2,0.0049
10,4,0.0126
10,6,0.0218
10,8,0.031
10,10,0.04
10,15,0.0531
10,20,0.0649
10,25,0.0718
10,30,0.0814
15,-30,-0.0671
15,-25,-0.0516
15,-20,-0.0486
15,-15,-0.0496
15,-10,-0.0357
15,-8,-0.0289
15,-6,-0.0195
15,-4,-0.0107
15,-2,-0.0048
15,0,0
15,2,0.0038
15,4,0.0108
15,6,0.0208
15,8,0.0306
15,10,0.0381
15,15,0.051
15,20,0.0499
15,25,0.0532
15,30,0.0684
20,-30,-0.0398
20,-25,-0.0355
20,-20,-0.0237
20,-15,-0.0284
20,-10,-0.0311
20,-8,-0.027
20,-6,-0.0183
20,-4,-0.0091
20,-2,-0.0035
20,0,0
20,2,0.0028
20,4,0.0052
20,6,0.0178
20,8,0.0268
20,10,0.0332
20,15,0.0305
20,20,0.0259
20,25,0.0374
20,30,0.0417
25,-30,-0.0273
25,-25,-0.021
25,-20,-0.0132
25,-15,-0.0148
25,-10,-0.0219
25,-8,-0.0196
25,-6,-0.0159
25,-4,-0.0089
25,-2,-0.0033
25,0,0
25,2,0.0043
25,4,0.0103
25,6,0.0179
25,8,0.0264
25,10,0.0311
25,15,0.0239
25,20,0.0224
25,25,0.0302
25,30,0.0362
30,-30,-0.0116
30,-25,0.0142
30,-20,0.0273
30,-15,0.0242
30,-10,0.0111
30,-8,-0.0066
30,-6,-0.0063
30,-4,-0.002
30,-2,0.0009
30,0,0
30,2,-0.001
30,4,-0.0006
30,6,0.0018
30,8,0.0039
30,10,0.0018
30,15,-0.0111
30,20,-0.0146
30,25,-0.0012
30,30,0.024
35,-30,0.0018
35,-25,0.0282
