-20,-30,-0.1072
-20,-25,-0.1061
-20,-20,-0.1129
-20,-15,-1.096
-20,-10,-0.1084
-20,-8,-0.104
-20,-6,-0.0978
-20,-4,-0.0959
-20,-2,-0.0932
-20,0,-0.0933
-20,2,-0.0956
-20,4,-0.0957
-20,6,-0.0962
-20,8,-0.0967
-20,10,-0.0992
-20,15,-0.1004
-20,20,-0.1037
-20,25,-0.0969
-20,30,-0.098
-15,-30,-0.1006
-15,-25,-0.1035
-15,-20,-0.1025
-15,-15,-0.0998
-15,-10,-0.0966
-15,-8,0.0966
-15,-6,-0.096
-15,-4,-0.0967
-15,-2,-0.0974
-15,0,-0.0978
-15,2,-0.0975
-15,4,-0.0977
-15,6,-0.0972
-15,8,-0.0968
-15,10,-0.0974
-15,15,-0.1006
-15,20,-0.1033
-15,25,-0.1043
-15,30,-0.1014
-10,-30,-0.0853
-10,-25,-0.0901
-10,-20,-0.0903
-10,-15,-0.0906
-10,-10,-0.0896
-10,-8,-0.0903
-10,-6,-0.0907
-10,-4,-0.0918
-10,-2,-0.0929
-10,0,-0.0982
-10,2,-0.93
-10,4,-0.0919
-10,6,-0.0912
-10,8,-0.0898
-10,10,-0.0904
-10,15,-0.0914
-10,20,-0.0911
-10,25,-0.0909
-10,30,-0.861
-5,-30,-0.0546
-5,-25,-0.597
-5,-20,-0.0637
-5,-15,-0.0662
-5,-10,-0.0727
-5,-8,-0.0755
-5,-6,-0.0767
-5,-4,-0.0778
-5,-2,-0.078
-5,0,-0.0784
-5,2,-0.0776
-5,4,-0.0766
-5,6,-0.075
-5,8,-0.0733
-5,10,-0.0703
-5,15,-0.0638
-5,20,-0.0613
-5,25,-0.0573
-5,30,-0.0522
0,-30,-0.0355
0,-25,-0.0381
0,-20,-0.0404
0,-15,-0.0426
0,-10,-0.045
0,-8,-0.0461
0,-6,-0.0469
0,-4,-0.0478
0,-2,-0.0485
0,0,-0.0489
0,2,-0.0483
0,4,-0.0475
0,6,-0.0467
0,8,-0.044
0,10,-0.0433
0,15,-0.0399
0,20,-0.0387
0,25,-0.0364
0,30,-0.0338
5,-30,-0.0012
5,-25,0
5,-20,0.001
5,-15,0.0004
5,-10,-0.0036
5,-8,-0.0042
5,-6,-0.0049
5,-4,-0.0055
5,-2,-0.0071
5,0,-0.0066
5,2,-0.0072
5,4,-0.0061
5,6,-0.005
5,8,-0.0035
5,10,-0.0027
5,15,0.0013
5,20,0.0019
5,25,0
5,30,-0.0021
10,-30,0.0359
10,-25,0.0491
10,-20,0.0458
10,-15,0.049
10,-10,0.0503
10,-8,0.0508
10,-6,0.0499
10,-4,0.0509
10,-2,0.0497
10,0,0.049
10,2,0.049
10,4,0.05
10,6,0.0506
10,8,0.0505
10,10,0.0503
10,15,0.049
10,20,0.0458
10,25,0.0419
10,30,0.0359
15,-30,0.078
15,-25,0.0845
15,-20,0.0932
15,-15,0.0979
15,-10,0.1028
15,-8,0.1051
15,-6,0.1069
15,-4,0.1079
15,-2,0.1078
15,0,0.1072
15,2,0.1076
15,4,0.1072
15,6,0.1063
15,8,0.1053
15,10,0.1028
15,15,0.0979
15,20,0.0932
15,25,0.0845
15,30,0.078
20,-30,0.1183
20,-25,0.1236
20,-20,0.1219
20,-15,0.121
20,-10,0.1287
20,-8,0.1308
20,-6,0.1311
20,-4,0.131
20,-2,0.1286
20,0,0.1283
20,2,0.1293
20,4,0.1299
20,6,0.1304
20,8,0.1271
20,10,0.1259
20,15,0.1182
20,20,0.1191
20,25,0.1208
20,30,0.1155
25,-30,0.1267
25,-25,0.1367
25,-20,0.1359
25,-15,0.1347
25,-10,0.1358
25,-8,0.1378
25,-6,0.1378
25,-4,0.1346
25,-2,0.1322
25,0,0.13
25,2,0.1311
25,4,0.1336
25,6,0.135
25,8,0.1335
25,10,0.1332
25,15,0.1321
25,20,0.1333
25,25,0.1341
25,30,0.1241
30,-30,0.0941
30,-25,0.1146
30,-20,0.1182
30,-15,0.1322
30,-10,0.1385
30,-8,0.1504
30,-6,0.154
30,-4,0.1545
30,-2,0.1548
30,0,0.1536
30,2,0.1525
30,4,0.1528
30,6,0.1509
30,8,0.15
30,10,0.1478
30,15,0.1415
30,20,0.1275
30,25,0.1239
30,30,0.1034
35,-30,0.0885
35,-25,0.0964
35,-20,0.1109
35,-15,0.1187
35,-10,0.1333
35,-8,0.1391
35,-6,0.1532
35,-4,0.1599
35,-2,0.1611
35,0,0.1605
35,2,0.1603
35,4,0.1614
35,6,0.1592
35,8,0.1559
35,10,0.1485
35,15,0.1339
35,20,0.1261
35,25,0.1116
35,30,0.1037
40,-30,0.1089
40,-25,0.1166
40,-20,0.1119
40,-15,0.121
40,-10,0.1351
40,-8,0.1376
40,-6,0.1479
40,-4,0.1516
40,-2,0.1552
40,0,0.1552
40,2,0.1564
40,4,0.1525
40,6,0.1464
40,8,0.1456
40,10,0.1413
40,15,0.1272
40,20,0.1181
40,25,0.1228
40,30,0.1151
45,-30,0.1232
45,-25,0.1197
45,-20,0.1228
45,-15,0.1231
45,-10,0.1319
45,-8,0.1324
45,-6,0.1308
45,-4,0.1332
45,-2,0.1378
45,0,0.1382
45,2,0.1375
45,4,0.1364
45,6,0.134
45,8,0.1308
45,10,0.128
45,15,0.1192
45,20,0.1189
45,25,0.1158
45,30,0.1193
50,-30,0.1135
50,-25,0.1185
50,-20,0.1184
50,-15,0.1171
50,-10,0.1243
50,-8,0.1279
