-20,-30,1.194
-20,-25,1.272
-20,-20,1.311
-20,-15,1.356
-20,-10,1.396
-20,-8,1.347
-20,-6,1.339
-20,-4,1.314
-20,-2,1.321
-20,0,1.315
-20,2,1.337
-20,4,1.332
-20,6,1.34
-20,8,1.338
-20,10,1.294
-20,15,1.235
-20,20,1.185
-20,25,1.14
-20,30,1.1
-15,-30,0.996
-15,-25,1.057
-15,-20,1.09
-15,-15,1.121
-15,-10,1.128
-15,-8,1.129
-15,-6,1.131
-15,-4,1.143
-15,-2,1.158
-15,0,1.171
-15,2,1.177
-15,4,1.142
-15,6,1.148
-15,8,1.131
-15,10,1.137
-15,15,1.13
-15,20,1.1
-15,25,1.06
-15,30,1.005
-10,-30,0.793
-10,-25,0.832
-10,-20,0.841
-10,-15,0.856
-10,-10,0.887
-10,-8,0.888
-10,-6,0.899
-10,-4,0.909
-10,-2,0.915
-10,0,0.925
-10,2,0.91
-10,4,0.892
-10,6,0.889
-10,8,0.881
-10,10,0.875
-10,15,0.835
-10,20,0.821
-10,25,0.815
-10,30,0.78
-5,-30,0.41
-5,-25,0.41
-5,-20,0.42
-5,-15,0.425
-5,-10,0.451
-5,-8,0.464
-5,-6,0.474
-5,-4,0.472
-5,-2,0.474
-5,0,0.469
-5,2,0.46
-5,4,0.454
-5,6,0.447
-5,8,0.446
-5,10,0.44
-5,15,0.424
-5,20,0.405
-5,25,0.394
-5,30,0.403
0,-30,0.18
0,-25,0.155
0,-20,0.135
0,-15,0.13
0,-10,0.141
0,-8,0.149
0,-6,0.154
0,-4,0.153
0,-2,0.151
0,0,0.155
0,2,0.154
0,4,0.151
0,6,0.147
0,8,0.138
0,10,0.129
0,15,0.119
0,20,0.137
0,25,0.123
0,30,0.159
5,-30,-0.09
5,-25,-0.13
5,-20,-0.16
5,-15,-0.18
5,-10,-0.184
5,-8,-0.186
5,-6,-0.182
5,-4,-0.187
5,-2,-0.187
5,0,-0.189
5,2,-0.193
5,4,-0.191
5,6,-0.193
5,8,-0.195
5,10,-0.194
5,15,-0.187
5,20,-0.171
5,25,-0.133
5,30,-0.099
10,-30,-0.34
10,-25,-0.405
10,-20,-0.46
10,-15,-0.498
10,-10,-0.511
10,-8,-0.518
10,-6,-0.526
10,-4,-0.535
10,-2,-0.534
10,0,-0.53
10,2,-0.532
10,4,-0.525
10,6,-0.52
10,8,-0.521
10,10,-0.515
10,15,-0.498
10,20,-0.465
10,25,-0.402
10,30,-0.341
15,-30,-0.61
15,-25,-0.665
15,-20,-0.72
15,-15,-0.77
15,-10,-0.806
15,-8,-0.818
15,-6,-0.837
15,-4,-0.849
15,-2,-0.851
15,0,-0.856
15,2,-0.854
15,4,-0.855
15,6,-0.855
15,8,-0.836
15,10,-0.827
15,15,-0.801
15,20,-0.738
15,25,-0.664
15,30,-0.602
20,-30,-0.87
20,-25,-0.95
20,-20,-1.015
20,-15,-1.08
20,-10,-1.122
20,-8,-1.137
20,-6,-1.149
20,-4,-1.154
20,-2,-1.156
20,0,-1.169
20,2,-1.151
20,4,-1.148
20,6,-1.146
20,8,-1.135
20,10,-1.129
20,15,-1.077
20,20,-0.994
20,25,-0.943
20,30,-0.873
25,-30,-1.17
25,-25,-1.235
25,-20,-1.295
25,-15,-1.355
25,-10,-1.406
25,-8,-1.405
25,-6,-1.429
25,-4,-1.441
