-20,-30,-0.0115
-20,-25,0.0042
-20,-20,0.0163
-20,-15,0.0276
-20,-10,0.035
-20,-8,0.0349
-20,-6,0.0321
-20,-4,0.0301
-20,-2,0.0236
-20,0,0.0201
-20,2,0.0144
-20,4,0.0139
-20,6,0.00127
-20,8,0.0085
-20,10,-0.001
-20,15,0.0064
-20,20,0.0176
-20,25,0.0296
-20,30,0.045
-15,-30,-0.0078
-15,-25,0.0048
-15,-20,0.0176
-15,-15,0.0233
-15,-10,0.0242
-15,-8,0.0247
-15,-6,0.0255
-15,-4,0.0227
-15,-2,0.0197
-15,0,0.0176
-15,2,0.0152
-15,4,0.0133
-15,6,0.0105
-15,8,0.0093
-15,10,0.005
-15,15,0.006
-15,20,0.0134
-15,25,0.0259
-15,30,0.0424
-10,-30,-0.0057
-10,-25,0.0055
-10,-20,0.0169
-10,-15,0.0209
-10,-10,0.0237
-10,-8,0.0252
-10,-6,0.0265
-10,-4,0.0243
-10,-2,0.0202
-10,0,0.0184
-10,2,0.0169
-10,4,0.0128
-10,6,0.011
-10,8,0.0095
-10,10,0.0044
-10,15,0.0073
-10,20,0.0112
-10,25,0.0227
-10,30,0.034
-5,-30,0.0261
-5,-25,0.0317
-5,-20,0.0343
-5,-15,0.0331
-5,-10,0.0311
-5,-8,0.0312
-5,-6,0.029
-5,-4,0.0253
-5,-2,0.0205
-5,0,0.0154
-5,2,0.0112
-5,4,0.0073
-5,6,0.0032
-5,8,-0.0009
-5,10,-0.0046
-5,15,-0.0067
-5,20,-0.0078
-5,25,-0.0049
-5,30,0.0007
0,-30,0.0292
0,-25,0.0329
0,-20,0.0339
0,-15,0.033
0,-10,0.0294
0,-8,0.0299
0,-6,0.0262
0,-4,0.0221
0,-2,0.0182
0,0,0.0146
0,2,0.0112
0,4,0.0079
0,6,0.0036
0,8,-0.0009
0,10,-0.0053
0,15,-0.0086
0,20,-0.0092
0,25,-0.0079
0,30,-0.0043
5,-30,0.0416
5,-25,0.0436
5,-20,0.0436
5,-15,0.04
5,-10,0.0336
5,-8,0.032
5,-6,0.0277
5,-4,0.0236
5,-2,0.0189
5,0,0.0144
5,2,0.0103
5,4,0.0062
5,6,0.0014
5,8,-0.0039
5,10,-0.0081
5,15,-0.0146
5,20,-0.0177
5,25,-0.0177
5,30,-0.0199
10,-30,0.064
10,-25,0.064
10,-20,0.0626
10,-15,0.0552
10,-10,0.0442
10,-8,0.0401
10,-6,0.0343
10,-4,0.028
10,-2,0.0209
10,0,0.0137
10,2,0.0073
10,4,0.0006
10,6,-0.0069
10,8,-0.0136
10,10,-0.0199
10,15,-0.0307
10,20,-0.0381
10,25,-0.0395
10,30,-0.0395
15,-30,0.0821
15,-25,0.0771
15,-20,0.0731
15,-15,0.0654
15,-10,0.0519
15,-8,0.0482
15,-6,0.0411
15,-4,0.0329
15,-2,0.0228
15,0,0.0135
15,2,0.0047
15,4,-0.0044
15,6,-0.0142
15,8,-0.0238
15,10,-0.0319
15,15,-0.0453
15,20,-0.0529
15,25,-0.0569
15,30,-0.0619
20,-30,0.1088
20,-25,0.0928
20,-20,0.0808
20,-15,0.0708
20,-10,0.053
20,-8,0.0474
20,-6,0.0412
20,-4,0.0313
20,-2,0.0225
20,0,0.0137
20,2,0.0056
20,4,-0.0032
20,6,-0.0122
20,8,-0.0233
20,10,-0.0326
20,15,-0.0503
20,20,-0.06
20,25,-0.0721
20,30,-0.0801
25,-30,0.0932
25,-25,0.0838
25,-20,0.0718
25,-15,0.0611
25,-10,0.0449
25,-8,0.0427
25,-6,0.0369
25,-4,0.0309
25,-2,0.023
25,0,0.0147
25,2,0.0051
25,4,-0.003
25,6,-0.0116
25,8,-0.021
25,10,-0.03
25,15,-0.0464
25,20,-0.0569
25,25,-0.0688
25,30,-0.0782
30,-30,0.0818
30,-25,0.0503
30,-20,0.0234
30,-15,0.0168
30,-10,0.0045
30,-8,0.024
30,-6,0.0269
30,-4,0.0244
30,-2,0.0213
30,0,0.0126
30,2,0.008
30,4,0.001
30,6,-0.0054
30,8,-0.0094
30,10,-0.0167
30,15,-0.0293
30,20,-0.036
30,25,-0.0627
30,30,-0.0941
35,-30,0.0742
35,-25,0.0652
35,-20,0.0432
35,-15,0.0135
35,-10,0.0084
35,-8,0.0065
35,-6,0.0201
35,-4,0.0223
35,-2,0.0178
35,0,0.0114
35,2,0.0109
35,4,0.0102
35,6,0.0092
35,8,0.0087
35,10,0.0069
35,15,0.0017
35,20,-0.0277
35,25,-0.0498
