-20,-30,-0.0153
-20,-25,-0.0028
-20,-20,0.0091
-20,-15,0.0188
-20,-10,0.0234
-20,-8,0.0173
-20,-6,0.0106
-20,-4,0.009
-20,-2,0.0041
-20,0,0
-20,2,-0.0031
-20,4,-0.0064
-20,6,-0.0084
-20,8,-0.0128
-20,10,-0.0171
-20,15,-0.012
-20,20,-0.0022
-20,25,0.0097
-20,30,0.0225
-15,-30,-0.0132
-15,-25,-0.0028
-15,-20,0.0077
-15,-15,0.01453
-15,-10,0.0104
-15,-8,0.0084
-15,-6,0.006
-15,-4,0.0039
-15,-2,0.0025
-15,0,0
-15,2,-0.0029
-15,4,-0.005
-15,6,-0.008
-15,8,-0.0086
-15,10,-0.0016
-15,15,-0.016
-15,20,-0.009
-15,25,0.0015
-15,30,0.0119
-10,-30,-0.0102
-10,-25,-0.0013
-10,-20,0.0094
-10,-15,0.0134
-10,-10,0.0107
-10,-8,0.0102
-10,-6,0.0081
-10,-4,0.006
-10,-2,0.0011
-10,0,0
-10,2,-0.0004
-10,4,-0.0048
-10,6,-0.0071
-10,8,-0.0091
-10,10,-0.0102
-10,15,-0.0135
-10,20,-0.0094
-10,25,0.0013
-10,30,0.0108
-5,-30,0.0087
-5,-25,0.0153
-5,-20,0.0186
-5,-15,0.0194
-5,-10,0.0183
-5,-8,0.0156
-5,-6,0.0125
-5,-4,0.0088
-5,-2,0.0043
-5,0,0
-5,2,-0.0038
-5,4,-0.0087
-5,6,-0.0126
-5,8,-0.0158
-5,10,-0.0186
-5,15,-0.0199
-5,20,-0.0189
-5,25,-0.0157
-5,30,-0.0095
0,-30,0.0157
0,-25,0.019
0,-20,0.0199
0,-15,0.0207
0,-10,0.0185
0,-8,0.0153
0,-6,0.011
0,-4,0.0071
0,-2,0.0033
0,0,0
0,2,-0.003
0,4,-0.0067
0,6,-0.0107
0,8,-0.0147
0,10,-0.0182
0,15,-0.0204
0,20,-0.0196
0,25,-0.0187
0,30,-0.0154
5,-30,0.0318
5,-25,0.0307
5,-20,0.0296
5,-15,0.0272
5,-10,0.0219
5,-8,0.018
5,-6,0.0132
5,-4,0.0089
5,-2,0.0043
5,0,0
5,2,-0.0037
5,4,-0.0081
5,6,-0.0126
5,8,-0.0173
5,10,-0.0209
5,15,-0.0263
5,20,-0.0288
5,25,-0.0299
5,30,-0.031
10,-30,0.051
10,-25,0.051
10,-20,0.0496
10,-15,0.0422
10,-10,0.0328
10,-8,0.0271
10,-6,0.0207
10,-4,0.0139
10,-2,0.0056
10,0,0
10,2,-0.0065
10,4,-0.0137
10,6,-0.0207
10,8,-0.0266
10,10,-0.0322
10,15,-0.0418
10,20,-0.0486
10,25,-0.0501
10,30,-0.0501
15,-30,0.0732
15,-25,0.0679
15,-20,0.0638
15,-15,0.0574
15,-10,0.0433
15,-8,0.0357
